"";"Id";"Date";"Day";"Calories";"TotalSteps";"TotalDistance";"TrackerDistance";"VeryActiveDistance";"ModeratelyActiveDistance";"LightActiveDistance";"SedentaryActiveDistance";"VeryActiveMinutes";"FairlyActiveMinutes";"LightlyActiveMinutes";"SedentaryMinutes";"TotalSleepRecords";"TotalMinutesAsleep";"TotalTimeInBed";"WeightPounds";"BMI";"Usage"
"1";1503960366;2016-04-12;"Tuesday";1985;13162;8,5;8,5;1,87999999523163;0,550000011920929;6,05999994277954;0;25;13;328;728;1;327;346;NA;NA;"High"
"2";1503960366;2016-04-13;"Wednesday";1797;10735;6,96999979019165;6,96999979019165;1,57000005245209;0,689999997615814;4,71000003814697;0;21;19;217;776;2;384;407;NA;NA;"High"
"3";1503960366;2016-04-14;"Thursday";1776;10460;6,73999977111816;6,73999977111816;2,44000005722046;0,400000005960464;3,91000008583069;0;30;11;181;1218;NA;NA;NA;NA;NA;"High"
"4";1503960366;2016-04-15;"Friday";1745;9762;6,28000020980835;6,28000020980835;2,14000010490417;1,25999999046326;2,82999992370605;0;29;34;209;726;1;412;442;NA;NA;"High"
"5";1503960366;2016-04-16;"Saturday";1863;12669;8,15999984741211;8,15999984741211;2,71000003814697;0,409999996423721;5,03999996185303;0;36;10;221;773;2;340;367;NA;NA;"High"
"6";1503960366;2016-04-17;"Sunday";1728;9705;6,48000001907349;6,48000001907349;3,19000005722046;0,779999971389771;2,50999999046326;0;38;20;164;539;1;700;712;NA;NA;"High"
"7";1503960366;2016-04-18;"Monday";1921;13019;8,59000015258789;8,59000015258789;3,25;0,639999985694885;4,71000003814697;0;42;16;233;1149;NA;NA;NA;NA;NA;"High"
"8";1503960366;2016-04-19;"Tuesday";2035;15506;9,88000011444092;9,88000011444092;3,52999997138977;1,32000005245209;5,03000020980835;0;50;31;264;775;1;304;320;NA;NA;"High"
"9";1503960366;2016-04-20;"Wednesday";1786;10544;6,67999982833862;6,67999982833862;1,96000003814697;0,479999989271164;4,23999977111816;0;28;12;205;818;1;360;377;NA;NA;"High"
"10";1503960366;2016-04-21;"Thursday";1775;9819;6,34000015258789;6,34000015258789;1,3400000333786;0,349999994039536;4,65000009536743;0;19;8;211;838;1;325;364;NA;NA;"High"
"11";1503960366;2016-04-22;"Friday";1827;12764;8,13000011444092;8,13000011444092;4,76000022888184;1,12000000476837;2,24000000953674;0;66;27;130;1217;NA;NA;NA;NA;NA;"High"
"12";1503960366;2016-04-23;"Saturday";1949;14371;9,03999996185303;9,03999996185303;2,80999994277954;0,870000004768372;5,3600001335144;0;41;21;262;732;1;361;384;NA;NA;"High"
"13";1503960366;2016-04-24;"Sunday";1788;10039;6,40999984741211;6,40999984741211;2,92000007629395;0,209999993443489;3,27999997138977;0;39;5;238;709;1;430;449;NA;NA;"High"
"14";1503960366;2016-04-25;"Monday";2013;15355;9,80000019073486;9,80000019073486;5,28999996185303;0,569999992847443;3,94000005722046;0;73;14;216;814;1;277;323;NA;NA;"High"
"15";1503960366;2016-04-26;"Tuesday";1970;13755;8,78999996185303;8,78999996185303;2,32999992370605;0,920000016689301;5,53999996185303;0;31;23;279;833;1;245;274;NA;NA;"High"
"16";1503960366;2016-04-27;"Wednesday";2159;18134;12,210000038147;12,210000038147;6,40000009536743;0,409999996423721;5,40999984741211;0;78;11;243;1108;NA;NA;NA;NA;NA;"High"
"17";1503960366;2016-04-28;"Thursday";1898;13154;8,52999973297119;8,52999973297119;3,53999996185303;1,1599999666214;3,78999996185303;0;48;28;189;782;1;366;393;NA;NA;"High"
"18";1503960366;2016-04-29;"Friday";1837;11181;7,15000009536743;7,15000009536743;1,05999994277954;0,5;5,57999992370605;0;16;12;243;815;1;341;354;NA;NA;"High"
"19";1503960366;2016-04-30;"Saturday";1947;14673;9,25;9,25;3,55999994277954;1,41999995708466;4,26999998092651;0;52;34;217;712;1;404;425;NA;NA;"High"
"20";1503960366;2016-05-01;"Sunday";1820;10602;6,80999994277954;6,80999994277954;2,28999996185303;1,60000002384186;2,92000007629395;0;33;35;246;730;1;369;396;NA;NA;"High"
"21";1503960366;2016-05-02;"Monday";2004;14727;9,71000003814697;9,71000003814697;3,21000003814697;0,569999992847443;5,92000007629395;0;41;15;277;798;1;277;309;115,963146545323;22,6499996185303;"High"
"22";1503960366;2016-05-03;"Tuesday";1990;15103;9,65999984741211;9,65999984741211;3,73000001907349;1,04999995231628;4,88000011444092;0;50;24;254;816;1;273;296;115,963146545323;22,6499996185303;"High"
"23";1503960366;2016-05-04;"Wednesday";1819;11100;7,15000009536743;7,15000009536743;2,46000003814697;0,870000004768372;3,8199999332428;0;36;22;203;1179;NA;NA;NA;NA;NA;"High"
"24";1503960366;2016-05-05;"Thursday";1959;14070;8,89999961853027;8,89999961853027;2,92000007629395;1,08000004291534;4,88000011444092;0;45;24;250;857;1;247;264;NA;NA;"High"
"25";1503960366;2016-05-06;"Friday";1896;12159;8,02999973297119;8,02999973297119;1,97000002861023;0,25;5,80999994277954;0;24;6;289;754;1;334;367;NA;NA;"High"
"26";1503960366;2016-05-07;"Saturday";1821;11992;7,71000003814697;7,71000003814697;2,46000003814697;2,11999988555908;3,13000011444092;0;37;46;175;833;1;331;349;NA;NA;"High"
"27";1503960366;2016-05-08;"Sunday";1740;10060;6,57999992370605;6,57999992370605;3,52999997138977;0,319999992847443;2,73000001907349;0;44;8;203;574;1;594;611;NA;NA;"High"
"28";1503960366;2016-05-09;"Monday";1819;12022;7,71999979019165;7,71999979019165;3,45000004768372;0,529999971389771;3,74000000953674;0;46;11;206;835;1;338;342;NA;NA;"High"
"29";1503960366;2016-05-10;"Tuesday";1859;12207;7,76999998092651;7,76999998092651;3,34999990463257;1,1599999666214;3,25999999046326;0;46;31;214;746;1;383;403;NA;NA;"High"
"30";1503960366;2016-05-11;"Wednesday";1783;12770;8,13000011444092;8,13000011444092;2,55999994277954;1,00999999046326;4,55000019073486;0;36;23;251;669;1;285;306;NA;NA;"High"
"31";1503960366;2016-05-12;"Thursday";0;0;0;0;0;0;0;0;0;0;0;1440;NA;NA;NA;NA;NA;"High"
"32";1624580081;2016-04-12;"Tuesday";1432;8163;5,30999994277954;5,30999994277954;0;0;5,30999994277954;0;0;0;146;1294;NA;NA;NA;NA;NA;"High"
"33";1624580081;2016-04-13;"Wednesday";1411;7007;4,55000019073486;4,55000019073486;0;0;4,55000019073486;0;0;0;148;1292;NA;NA;NA;NA;NA;"High"
"34";1624580081;2016-04-14;"Thursday";1572;9107;5,92000007629395;5,92000007629395;0;0;5,90999984741211;0,00999999977648258;0;0;236;1204;NA;NA;NA;NA;NA;"High"
"35";1624580081;2016-04-15;"Friday";1344;1510;0,980000019073486;0,980000019073486;0;0;0,970000028610229;0;0;0;96;1344;NA;NA;NA;NA;NA;"High"
"36";1624580081;2016-04-16;"Saturday";1463;5370;3,49000000953674;3,49000000953674;0;0;3,49000000953674;0;0;0;176;1264;NA;NA;NA;NA;NA;"High"
"37";1624580081;2016-04-17;"Sunday";1554;6175;4,05999994277954;4,05999994277954;1,02999997138977;1,51999998092651;1,49000000953674;0,00999999977648258;15;22;127;1276;NA;NA;NA;NA;NA;"High"
"38";1624580081;2016-04-18;"Monday";1604;10536;7,40999984741211;7,40999984741211;2,15000009536743;0,620000004768372;4,61999988555908;0,00999999977648258;17;7;202;1214;NA;NA;NA;NA;NA;"High"
"39";1624580081;2016-04-19;"Tuesday";1435;2916;1,89999997615814;1,89999997615814;0;0;1,89999997615814;0;0;0;141;1299;NA;NA;NA;NA;NA;"High"
"40";1624580081;2016-04-20;"Wednesday";1446;4974;3,23000001907349;3,23000001907349;0;0;3,23000001907349;0;0;0;151;1289;NA;NA;NA;NA;NA;"High"
"41";1624580081;2016-04-21;"Thursday";1467;6349;4,13000011444092;4,13000011444092;0;0;4,1100001335144;0,0199999995529652;0;0;186;1254;NA;NA;NA;NA;NA;"High"
"42";1624580081;2016-04-22;"Friday";1470;4026;2,61999988555908;2,61999988555908;0;0;2,59999990463257;0;0;0;199;1241;NA;NA;NA;NA;NA;"High"
"43";1624580081;2016-04-23;"Saturday";1562;8538;5,55000019073486;5,55000019073486;0;0;5,53999996185303;0,00999999977648258;0;0;227;1213;NA;NA;NA;NA;NA;"High"
"44";1624580081;2016-04-24;"Sunday";1617;6076;3,95000004768372;3,95000004768372;1,14999997615814;0,910000026226044;1,88999998569489;0;16;18;185;1221;NA;NA;NA;NA;NA;"High"
"45";1624580081;2016-04-25;"Monday";1492;6497;4,21999979019165;4,21999979019165;0;0;4,19999980926514;0,0199999995529652;0;0;202;1238;NA;NA;NA;NA;NA;"High"
"46";1624580081;2016-04-26;"Tuesday";1402;2826;1,8400000333786;1,8400000333786;0;0;1,83000004291534;0,00999999977648258;0;0;140;1300;NA;NA;NA;NA;NA;"High"
"47";1624580081;2016-04-27;"Wednesday";1670;8367;5,44000005722046;5,44000005722046;1,11000001430511;1,87000000476837;2,46000003814697;0;17;36;154;1233;NA;NA;NA;NA;NA;"High"
"48";1624580081;2016-04-28;"Thursday";1401;2759;1,78999996185303;1,78999996185303;0;0,200000002980232;1,60000002384186;0;0;5;115;1320;NA;NA;NA;NA;NA;"High"
"49";1624580081;2016-04-29;"Friday";1404;2390;1,54999995231628;1,54999995231628;0;0;1,54999995231628;0;0;0;150;1290;NA;NA;NA;NA;NA;"High"
"50";1624580081;2016-04-30;"Saturday";1655;6474;4,30000019073486;4,30000019073486;0,899999976158142;1,27999997138977;2,11999988555908;0,00999999977648258;11;23;224;1182;NA;NA;NA;NA;NA;"High"
